#月,日,時,分,傾斜面日射強度,直達日射強度,散乱光日射強度,反射光日射強度,水平面日射強度,PV電力,発電電力,PV電圧,PV電流,PV温度,外気温度,システム出力係数,PV効率,PV電力(定格比),発電電力(定格比)
#月,日,時,分,kW/㎡,kW/㎡,kW/㎡,kW/㎡,kW/㎡,kW,kW,V,A,℃,℃,%,%,kW/kWp,kW/kWp
10,19,14,0,0.68,0.56,0.11,0.00,0.59,59.06,49.50,379.87,155.48,45.75,22.65,75.31,20.52,0.61,0.51
10,19,14,30,0.61,0.50,0.11,0.00,0.52,53.06,49.50,380.84,139.34,43.12,22.50,84.36,20.65,0.55,0.51
10,19,15,0,0.51,0.40,0.10,0.00,0.43,44.64,43.84,380.54,117.31,39.36,22.15,89.49,20.81,0.46,0.45
10,19,15,30,0.40,0.31,0.10,0.00,0.34,35.89,35.24,380.46,94.33,35.56,21.80,90.00,20.93,0.37,0.36
10,19,16,0,0.29,0.21,0.08,0.00,0.24,25.89,25.43,378.49,68.41,31.45,21.55,90.25,20.99,0.27,0.26
10,19,16,30,0.18,0.11,0.06,0.00,0.15,15.69,15.41,371.87,42.20,27.31,21.30,90.14,20.96,0.16,0.16
10,19,17,0,0.11,0.07,0.04,0.00,0.09,9.75,9.58,365.19,26.71,23.52,19.80,90.39,21.02,0.10,0.10
10,19,17,30,0.02,0.00,0.02,0.00,0.02,1.93,1.90,334.93,5.76,18.95,18.30,102.15,23.76,0.02,0.02
10,19,18,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.95,17.95,0.00,0.00,0.00,0.00
10,19,18,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.60,17.60,0.00,0.00,0.00,0.00
10,19,19,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,17.00,0.00,0.00,0.00,0.00
10,19,19,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.40,16.40,0.00,0.00,0.00,0.00
10,19,20,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.70,15.70,0.00,0.00,0.00,0.00
10,19,20,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,15.00,0.00,0.00,0.00,0.00
10,19,21,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.90,14.90,0.00,0.00,0.00,0.00
10,19,21,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.80,14.80,0.00,0.00,0.00,0.00
10,19,22,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.65,14.65,0.00,0.00,0.00,0.00
10,19,22,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.50,14.50,0.00,0.00,0.00,0.00
10,19,23,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.25,14.25,0.00,0.00,0.00,0.00
10,19,23,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,14.00,0.00,0.00,0.00,0.00
10,20,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.20,13.20,0.00,0.00,0.00,0.00
10,20,0,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.20,13.20,0.00,0.00,0.00,0.00
10,20,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.10,13.10,0.00,0.00,0.00,0.00
10,20,1,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,13.00,0.00,0.00,0.00,0.00
10,20,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.75,12.75,0.00,0.00,0.00,0.00
10,20,2,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,12.50,0.00,0.00,0.00,0.00
10,20,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.60,12.60,0.00,0.00,0.00,0.00
10,20,3,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.70,12.70,0.00,0.00,0.00,0.00
10,20,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.55,12.55,0.00,0.00,0.00,0.00
10,20,4,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.40,12.40,0.00,0.00,0.00,0.00
10,20,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.35,12.35,0.00,0.00,0.00,0.00
10,20,5,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.30,12.30,0.00,0.00,0.00,0.00
10,20,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.55,12.55,0.00,0.00,0.00,0.00
10,20,6,30,0.02,0.00,0.02,0.00,0.02,2.15,2.12,343.17,6.28,13.53,12.80,101.87,23.69,0.02,0.02
10,20,7,0,0.12,0.08,0.04,0.00,0.09,7.74,7.60,351.52,22.01,18.08,14.00,65.44,15.22,0.08,0.08
10,20,7,30,0.19,0.13,0.06,0.00,0.16,12.71,12.48,354.66,35.83,21.74,15.20,67.04,15.59,0.13,0.13
10,20,8,0,0.30,0.23,0.08,0.00,0.25,21.30,20.91,338.10,62.99,27.19,16.85,71.07,16.53,0.22,0.22
10,20,8,30,0.42,0.32,0.10,0.00,0.35,31.87,31.29,357.70,89.09,32.63,18.50,77.82,18.10,0.33,0.32
10,20,9,0,0.51,0.41,0.10,0.00,0.44,45.24,44.43,383.55,117.95,37.81,20.45,89.91,20.91,0.47,0.46
10,20,9,30,0.60,0.49,0.11,0.00,0.52,52.91,49.50,380.97,138.88,42.95,22.40,84.64,20.66,0.55,0.51
10,20,10,0,0.67,0.56,0.12,0.00,0.58,58.57,49.50,379.54,154.31,45.92,23.00,75.90,20.51,0.61,0.51
10,20,10,30,0.74,0.62,0.12,0.00,0.64,64.12,49.50,377.78,169.71,48.90,23.60,68.75,20.34,0.66,0.51
10,20,11,0,0.78,0.65,0.13,0.00,0.68,66.90,49.50,376.34,177.77,50.80,24.25,65.50,20.22,0.69,0.51
10,20,11,30,0.82,0.69,0.13,0.00,0.71,69.68,49.50,374.81,185.91,52.73,24.90,62.50,20.10,0.72,0.51
10,20,12,0,0.81,0.68,0.13,0.00,0.71,69.24,49.50,375.37,184.47,52.15,24.55,63.02,20.13,0.72,0.51
10,20,12,30,0.81,0.68,0.13,0.00,0.70,68.85,49.50,375.92,183.15,51.59,24.20,63.50,20.17,0.71,0.51
10,20,13,0,0.77,0.65,0.13,0.00,0.67,66.12,49.50,376.40,175.67,50.58,24.35,66.32,20.23,0.68,0.51
10,20,13,30,0.74,0.61,0.12,0.00,0.64,63.42,49.50,376.82,168.30,49.58,24.50,69.34,20.29,0.66,0.51
10,20,14,0,0.66,0.54,0.12,0.00,0.57,57.38,49.50,378.06,151.79,46.93,24.40,77.19,20.44,0.59,0.51
10,20,14,30,0.59,0.47,0.11,0.00,0.51,51.25,49.50,377.78,135.65,44.30,24.30,86.99,20.57,0.53,0.51
10,20,15,0,0.49,0.39,0.11,0.00,0.42,43.37,42.59,378.52,114.59,40.80,24.00,89.06,20.71,0.45,0.44
10,20,15,30,0.40,0.30,0.10,0.00,0.34,35.17,34.54,378.39,92.96,37.26,23.70,89.53,20.82,0.36,0.36
10,20,16,0,0.28,0.20,0.08,0.00,0.24,25.02,24.57,376.48,66.47,32.86,23.25,89.83,20.89,0.26,0.25
10,20,16,30,0.17,0.10,0.07,0.00,0.14,14.59,14.33,369.43,39.49,28.41,22.80,89.73,20.87,0.15,0.15
10,20,17,0,0.09,0.05,0.04,0.00,0.07,8.28,8.13,360.68,22.95,24.97,21.80,89.96,20.92,0.09,0.08
10,20,17,30,0.01,0.00,0.01,0.00,0.01,1.42,1.40,326.78,4.35,21.25,20.80,109.89,25.56,0.01,0.01
10,20,18,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.15,20.15,0.00,0.00,0.00,0.00
10,20,18,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.50,19.50,0.00,0.00,0.00,0.00
10,20,19,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.50,19.50,0.00,0.00,0.00,0.00
10,20,19,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.50,19.50,0.00,0.00,0.00,0.00
10,20,20,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.15,19.15,0.00,0.00,0.00,0.00
10,20,20,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.80,18.80,0.00,0.00,0.00,0.00
10,20,21,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.60,18.60,0.00,0.00,0.00,0.00
10,20,21,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.40,18.40,0.00,0.00,0.00,0.00
10,20,22,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.05,18.05,0.00,0.00,0.00,0.00
10,20,22,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.70,17.70,0.00,0.00,0.00,0.00
10,20,23,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.45,17.45,0.00,0.00,0.00,0.00
10,20,23,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.20,17.20,0.00,0.00,0.00,0.00
10,21,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.30,17.30,0.00,0.00,0.00,0.00
10,21,0,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.30,17.30,0.00,0.00,0.00,0.00
10,21,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.65,17.65,0.00,0.00,0.00,0.00
10,21,1,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.00,18.00,0.00,0.00,0.00,0.00
10,21,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.05,18.05,0.00,0.00,0.00,0.00
10,21,2,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.10,18.10,0.00,0.00,0.00,0.00
10,21,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.20,18.20,0.00,0.00,0.00,0.00
10,21,3,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.30,18.30,0.00,0.00,0.00,0.00
10,21,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.45,18.45,0.00,0.00,0.00,0.00
10,21,4,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.60,18.60,0.00,0.00,0.00,0.00
10,21,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.10,19.10,0.00,0.00,0.00,0.00
10,21,5,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.60,19.60,0.00,0.00,0.00,0.00
10,21,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.70,19.70,0.00,0.00,0.00,0.00
10,21,6,30,0.01,0.00,0.01,0.00,0.01,0.82,0.81,316.35,2.60,19.99,19.80,150.29,34.96,0.01,0.01
10,21,7,0,0.01,0.00,0.01,0.00,0.01,1.38,1.35,327.79,4.20,19.62,19.20,111.92,26.03,0.01,0.01
10,21,7,30,0.02,0.00,0.02,0.00,0.02,1.93,1.90,334.66,5.77,19.25,18.60,102.01,23.73,0.02,0.02
10,21,8,0,0.02,0.00,0.02,0.00,0.03,2.37,2.33,339.58,6.97,19.38,18.55,98.26,22.85,0.02,0.02
10,21,8,30,0.03,0.00,0.03,0.00,0.03,2.81,2.75,342.72,8.19,19.51,18.50,96.01,22.33,0.03,0.03
10,21,9,0,0.04,0.00,0.04,0.00,0.04,3.38,3.32,346.18,9.76,19.64,18.40,94.21,21.91,0.03,0.03
10,21,9,30,0.04,0.00,0.04,0.00,0.04,3.97,3.90,350.27,11.33,19.77,18.30,93.08,21.65,0.04,0.04
10,21,10,0,0.07,0.00,0.07,0.00,0.07,6.23,6.12,357.77,17.41,21.01,18.65,91.18,21.21,0.06,0.06
10,21,10,30,0.10,0.00,0.10,0.00,0.10,8.53,8.38,363.81,23.46,22.25,19.00,90.64,21.08,0.09,0.09
10,21,11,0,0.08,0.00,0.08,0.00,0.08,6.95,6.83,360.64,19.28,21.44,18.80,90.93,21.15,0.07,0.07
10,21,11,30,0.06,0.00,0.06,0.00,0.06,5.40,5.30,355.37,15.18,20.63,18.60,91.58,21.30,0.06,0.05
10,21,12,0,0.05,0.00,0.05,0.00,0.06,4.94,4.85,353.90,13.96,20.40,18.55,91.91,21.38,0.05,0.05
10,21,12,30,0.05,0.00,0.05,0.00,0.05,4.49,4.41,352.27,12.74,20.18,18.50,92.35,21.48,0.05,0.05
10,21,13,0,0.05,0.00,0.04,0.00,0.05,4.23,4.15,351.02,12.04,20.28,18.70,92.60,21.54,0.04,0.04
10,21,13,30,0.04,0.00,0.04,0.00,0.04,3.97,3.90,349.71,11.34,20.37,18.90,92.91,21.61,0.04,0.04
10,21,14,0,0.04,0.00,0.04,0.00,0.04,3.61,3.54,346.16,10.42,20.98,19.65,93.33,21.71,0.04,0.04
10,21,14,30,0.04,0.00,0.04,0.00,0.04,3.25,3.19,343.56,9.45,21.59,20.40,93.93,21.85,0.03,0.03
10,21,15,0,0.06,0.00,0.06,0.00,0.06,5.38,5.29,353.83,15.21,22.24,20.20,91.16,21.20,0.06,0.05
10,21,15,30,0.09,0.00,0.08,0.00,0.09,7.60,7.47,361.00,21.06,22.90,20.00,90.50,21.05,0.08,0.08
10,21,16,0,0.05,0.00,0.05,0.00,0.05,4.83,4.74,352.33,13.71,21.62,19.80,91.66,21.32,0.05,0.05
10,21,16,30,0.02,0.00,0.02,0.00,0.02,2.15,2.11,335.69,6.41,20.35,19.60,99.48,23.14,0.02,0.02
10,21,17,0,0.02,0.00,0.02,0.00,0.02,1.82,1.79,332.34,5.48,20.46,19.85,102.88,23.93,0.02,0.02
10,21,17,30,0.01,0.00,0.01,0.00,0.01,1.41,1.39,327.33,4.31,20.54,20.10,110.54,25.71,0.01,0.01
10,21,18,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.20,20.20,0.00,0.00,0.00,0.00
10,21,18,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.30,20.30,0.00,0.00,0.00,0.00
10,21,19,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.05,20.05,0.00,0.00,0.00,0.00
10,21,19,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.80,19.80,0.00,0.00,0.00,0.00
10,21,20,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.75,19.75,0.00,0.00,0.00,0.00
10,21,20,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.70,19.70,0.00,0.00,0.00,0.00
10,21,21,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.40,19.40,0.00,0.00,0.00,0.00
10,21,21,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.10,19.10,0.00,0.00,0.00,0.00
10,21,22,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.15,19.15,0.00,0.00,0.00,0.00
10,21,22,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.20,19.20,0.00,0.00,0.00,0.00
10,21,23,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.90,18.90,0.00,0.00,0.00,0.00
10,21,23,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.60,18.60,0.00,0.00,0.00,0.00
10,22,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.70,18.70,0.00,0.00,0.00,0.00
10,22,0,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.70,18.70,0.00,0.00,0.00,0.00
10,22,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.60,18.60,0.00,0.00,0.00,0.00
10,22,1,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.50,18.50,0.00,0.00,0.00,0.00
10,22,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.55,18.55,0.00,0.00,0.00,0.00
10,22,2,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.60,18.60,0.00,0.00,0.00,0.00
10,22,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.80,18.80,0.00,0.00,0.00,0.00
10,22,3,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.00,19.00,0.00,0.00,0.00,0.00
10,22,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.15,19.15,0.00,0.00,0.00,0.00
10,22,4,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.30,19.30,0.00,0.00,0.00,0.00
10,22,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.55,19.55,0.00,0.00,0.00,0.00
10,22,5,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.80,19.80,0.00,0.00,0.00,0.00
10,22,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.10,20.10,0.00,0.00,0.00,0.00
10,22,6,30,0.02,0.00,0.02,0.00,0.02,2.13,2.09,334.71,6.36,21.14,20.40,99.37,23.11,0.02,0.02
10,22,7,0,0.04,0.00,0.04,0.00,0.04,3.71,3.64,345.55,10.73,22.18,20.80,92.79,21.58,0.04,0.04
10,22,7,30,0.06,0.00,0.06,0.00,0.06,5.13,5.04,352.05,14.58,23.15,21.20,91.04,21.18,0.05,0.05
10,22,8,0,0.15,0.04,0.11,0.00,0.14,12.35,12.13,368.01,33.56,26.91,21.75,82.59,19.21,0.13,0.13
10,22,8,30,0.25,0.08,0.17,0.00,0.23,20.76,20.38,369.64,56.15,30.77,22.30,84.55,19.67,0.21,0.21
10,22,9,0,0.32,0.10,0.22,0.00,0.29,28.55,28.04,377.75,75.58,34.06,23.10,89.85,20.90,0.30,0.29
10,22,9,30,0.39,0.12,0.27,0.00,0.36,34.75,34.12,378.12,91.89,37.30,23.90,89.50,20.81,0.36,0.35
10,22,10,0,0.38,0.09,0.29,0.00,0.35,33.58,32.97,378.54,88.71,36.27,23.35,89.68,20.86,0.35,0.34
10,22,10,30,0.37,0.06,0.31,0.00,0.35,32.98,32.38,379.01,87.00,35.47,22.80,89.84,20.89,0.34,0.33
10,22,11,0,0.38,0.06,0.32,0.00,0.36,33.42,32.81,378.46,88.29,36.26,23.40,89.67,20.86,0.35,0.34
10,22,11,30,0.39,0.06,0.33,0.00,0.37,34.38,33.76,377.97,90.97,37.26,24.00,89.48,20.81,0.36,0.35
10,22,12,0,0.56,0.29,0.28,0.00,0.50,49.49,48.46,379.40,130.45,42.20,23.00,88.68,20.68,0.51,0.50
10,22,12,30,0.72,0.51,0.21,0.00,0.63,62.79,49.50,379.99,165.23,46.60,22.00,70.71,20.48,0.65,0.51
10,22,13,0,0.71,0.54,0.17,0.00,0.62,61.89,49.50,380.21,162.79,46.17,21.95,71.81,20.51,0.64,0.51
10,22,13,30,0.70,0.57,0.13,0.00,0.61,60.99,49.50,380.43,160.32,45.74,21.90,72.96,20.53,0.63,0.51
10,22,14,0,0.60,0.43,0.17,0.00,0.52,52.58,49.50,381.80,137.70,42.07,21.70,85.39,20.72,0.54,0.51
10,22,14,30,0.50,0.29,0.20,0.00,0.43,43.77,42.98,381.24,114.80,38.33,21.50,89.72,20.87,0.45,0.44
10,22,15,0,0.44,0.29,0.15,0.00,0.38,39.36,38.65,381.72,103.11,35.97,20.90,90.10,20.95,0.41,0.40
10,22,15,30,0.39,0.29,0.10,0.00,0.33,34.83,34.20,381.86,91.21,33.59,20.30,90.42,21.03,0.36,0.35
10,22,16,0,0.26,0.18,0.08,0.00,0.22,23.54,23.11,379.24,62.07,28.81,19.85,90.66,21.08,0.24,0.24
10,22,16,30,0.13,0.06,0.07,0.00,0.11,11.72,11.51,369.52,31.71,23.87,19.40,90.48,21.04,0.12,0.12
10,22,17,0,0.08,0.04,0.04,0.00,0.06,6.05,5.94,354.37,17.08,21.47,18.90,81.16,18.88,0.06,0.06
10,22,17,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.40,18.40,0.00,0.00,0.00,0.00
10,22,18,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.35,18.35,0.00,0.00,0.00,0.00
10,22,18,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.30,18.30,0.00,0.00,0.00,0.00
10,22,19,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.30,18.30,0.00,0.00,0.00,0.00
10,22,19,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.30,18.30,0.00,0.00,0.00,0.00
10,22,20,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.50,18.50,0.00,0.00,0.00,0.00
10,22,20,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.70,18.70,0.00,0.00,0.00,0.00
10,22,21,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.55,18.55,0.00,0.00,0.00,0.00
10,22,21,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.40,18.40,0.00,0.00,0.00,0.00
10,22,22,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.40,18.40,0.00,0.00,0.00,0.00
10,22,22,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.40,18.40,0.00,0.00,0.00,0.00
10,22,23,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.15,18.15,0.00,0.00,0.00,0.00
10,22,23,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.90,17.90,0.00,0.00,0.00,0.00
10,23,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.70,17.70,0.00,0.00,0.00,0.00
10,23,0,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.70,17.70,0.00,0.00,0.00,0.00
10,23,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.70,17.70,0.00,0.00,0.00,0.00
10,23,1,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.70,17.70,0.00,0.00,0.00,0.00
10,23,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.80,17.80,0.00,0.00,0.00,0.00
10,23,2,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.90,17.90,0.00,0.00,0.00,0.00
10,23,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.20,18.20,0.00,0.00,0.00,0.00
10,23,3,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.50,18.50,0.00,0.00,0.00,0.00
10,23,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.55,18.55,0.00,0.00,0.00,0.00
10,23,4,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.60,18.60,0.00,0.00,0.00,0.00
10,23,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.30,18.30,0.00,0.00,0.00,0.00
10,23,5,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.00,18.00,0.00,0.00,0.00,0.00
10,23,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.05,18.05,0.00,0.00,0.00,0.00
10,23,6,30,0.01,0.00,0.01,0.00,0.01,0.97,0.96,321.24,3.03,18.35,18.10,133.50,31.05,0.01,0.01
10,23,7,0,0.06,0.02,0.04,0.00,0.05,4.69,4.60,355.90,13.16,20.32,18.20,76.18,17.72,0.05,0.05
10,23,7,30,0.11,0.03,0.08,0.00,0.10,8.59,8.43,370.34,23.19,21.97,18.30,80.83,18.80,0.09,0.09
10,23,8,0,0.16,0.03,0.13,0.00,0.15,13.44,13.20,376.24,35.72,25.00,19.55,85.03,19.78,0.14,0.14
10,23,8,30,0.21,0.04,0.18,0.00,0.20,18.52,18.18,378.53,48.92,28.09,20.80,87.63,20.38,0.19,0.19
10,23,9,0,0.35,0.13,0.21,0.00,0.31,30.73,30.18,380.11,80.85,33.05,21.30,90.27,20.99,0.32,0.31
10,23,9,30,0.46,0.22,0.24,0.00,0.41,41.13,40.39,380.87,107.98,37.61,21.80,89.78,20.88,0.43,0.42
10,23,10,0,0.55,0.31,0.24,0.00,0.48,48.40,47.53,380.09,127.35,41.18,22.45,89.17,20.74,0.50,0.49
10,23,10,30,0.64,0.40,0.23,0.00,0.56,55.75,49.50,379.83,146.79,44.86,23.10,79.93,20.56,0.58,0.51
10,23,11,0,0.67,0.43,0.24,0.00,0.59,58.25,49.50,379.17,153.61,46.16,23.35,76.25,20.49,0.60,0.51
10,23,11,30,0.70,0.45,0.25,0.00,0.61,60.73,49.50,378.45,160.47,47.47,23.60,72.87,20.42,0.63,0.51
10,23,12,0,0.59,0.30,0.29,0.00,0.53,51.78,49.50,378.53,136.79,43.77,23.60,86.24,20.60,0.54,0.51
10,23,12,30,0.48,0.15,0.33,0.00,0.44,42.39,41.63,378.96,111.85,39.99,23.60,89.23,20.75,0.44,0.43
10,23,13,0,0.48,0.16,0.31,0.00,0.43,41.83,41.08,378.90,110.40,39.82,23.65,89.25,20.76,0.43,0.42
10,23,13,30,0.47,0.18,0.29,0.00,0.43,41.30,40.56,378.83,109.03,39.67,23.70,89.26,20.76,0.43,0.42
10,23,14,0,0.44,0.19,0.25,0.00,0.40,39.01,38.31,379.54,102.80,37.98,22.95,89.58,20.83,0.40,0.40
10,23,14,30,0.42,0.19,0.23,0.00,0.37,37.24,36.57,380.19,97.95,36.50,22.20,89.85,20.90,0.38,0.38
10,23,15,0,0.35,0.16,0.19,0.00,0.31,31.44,30.87,379.14,82.92,34.46,22.40,89.98,20.93,0.32,0.32
10,23,15,30,0.29,0.13,0.16,0.00,0.25,25.31,24.85,377.24,67.09,32.30,22.60,89.99,20.93,0.26,0.26
10,23,16,0,0.20,0.09,0.11,0.00,0.18,17.89,17.56,372.92,47.96,28.80,21.95,90.04,20.94,0.18,0.18
10,23,16,30,0.12,0.05,0.07,0.00,0.10,10.72,10.53,365.23,29.35,25.41,21.30,90.01,20.93,0.11,0.11
10,23,17,0,0.04,0.00,0.04,0.00,0.04,3.68,3.62,345.73,10.65,21.87,20.50,92.92,21.61,0.04,0.04
10,23,17,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.70,19.70,0.00,0.00,0.00,0.00
10,23,18,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.35,19.35,0.00,0.00,0.00,0.00
10,23,18,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.00,19.00,0.00,0.00,0.00,0.00
10,23,19,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.90,18.90,0.00,0.00,0.00,0.00
