#月,日,時,分,傾斜面日射強度,直達日射強度,散乱光日射強度,反射光日射強度,水平面日射強度,PV電力,発電電力,PV電圧,PV電流,PV温度,外気温度,システム出力係数,PV効率,PV電力(定格比),発電電力(定格比)
#月,日,時,分,kW/㎡,kW/㎡,kW/㎡,kW/㎡,kW/㎡,kW,kW,V,A,℃,℃,%,%,kW/kWp,kW/kWp
8,24,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.80,26.80,0.00,0.00,0.00,0.00
8,24,2,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.50,26.50,0.00,0.00,0.00,0.00
8,24,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.25,26.25,0.00,0.00,0.00,0.00
8,24,3,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.00,26.00,0.00,0.00,0.00,0.00
8,24,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.65,25.65,0.00,0.00,0.00,0.00
8,24,4,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.30,25.30,0.00,0.00,0.00,0.00
8,24,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.45,25.45,0.00,0.00,0.00,0.00
8,24,5,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.60,25.60,0.00,0.00,0.00,0.00
8,24,6,0,0.03,0.00,0.03,0.00,0.03,2.64,2.59,332.49,7.93,27.47,26.50,93.96,21.85,0.03,0.03
8,24,6,30,0.06,0.01,0.05,0.00,0.07,4.98,4.89,344.96,14.43,29.58,27.40,78.61,18.28,0.05,0.05
8,24,7,0,0.15,0.07,0.09,0.00,0.16,8.81,8.65,344.44,25.56,33.12,27.85,57.66,13.41,0.09,0.09
8,24,7,30,0.26,0.13,0.13,0.00,0.25,14.99,14.72,362.97,41.29,36.98,28.30,59.55,13.85,0.15,0.15
8,24,8,0,0.37,0.22,0.15,0.00,0.36,21.53,21.15,344.39,62.53,41.28,28.65,58.83,13.68,0.22,0.22
8,24,8,30,0.48,0.31,0.18,0.00,0.47,31.19,30.63,349.15,89.33,45.48,29.00,65.31,15.19,0.32,0.32
8,24,9,0,0.55,0.33,0.22,0.00,0.53,38.99,38.29,350.80,111.14,48.01,29.25,71.72,16.68,0.40,0.40
8,24,9,30,0.62,0.36,0.26,0.00,0.59,50.48,48.14,355.71,141.91,50.47,29.50,80.68,19.32,0.52,0.50
8,24,10,0,0.73,0.52,0.21,0.00,0.69,61.62,49.50,368.83,167.06,54.99,30.15,70.03,19.91,0.64,0.51
8,24,10,30,0.84,0.67,0.17,0.00,0.80,69.96,49.50,365.74,191.30,59.42,30.80,60.77,19.62,0.72,0.51
8,24,11,0,0.86,0.65,0.21,0.00,0.82,71.52,49.50,365.37,195.74,60.02,30.70,59.32,19.57,0.74,0.51
8,24,11,30,0.88,0.62,0.26,0.00,0.83,72.98,49.50,365.02,199.94,60.58,30.60,58.01,19.54,0.75,0.51
8,24,12,0,0.78,0.46,0.33,0.00,0.74,65.67,49.50,367.32,178.79,57.27,30.60,65.22,19.76,0.68,0.51
8,24,12,30,0.68,0.30,0.39,0.00,0.65,57.84,49.50,369.11,156.71,53.84,30.60,74.84,19.97,0.60,0.51
8,24,13,0,0.65,0.26,0.40,0.00,0.63,55.46,49.50,369.61,150.06,52.77,30.55,78.28,20.03,0.57,0.51
8,24,13,30,0.62,0.21,0.41,0.00,0.60,53.02,49.50,370.10,143.26,51.68,30.50,82.13,20.09,0.55,0.51
8,24,14,0,0.63,0.27,0.36,0.00,0.61,53.78,49.50,369.91,145.37,52.05,30.55,80.90,20.07,0.56,0.51
8,24,14,30,0.64,0.33,0.31,0.00,0.62,54.77,49.50,369.68,148.17,52.53,30.60,79.32,20.05,0.57,0.51
8,24,15,0,0.56,0.26,0.29,0.00,0.53,47.53,46.68,370.82,128.18,49.33,30.45,86.88,20.21,0.49,0.48
8,24,15,30,0.46,0.19,0.27,0.00,0.45,39.88,39.17,371.33,107.41,46.04,30.30,87.46,20.34,0.41,0.40
8,24,16,0,0.34,0.11,0.23,0.00,0.34,29.73,29.19,370.69,80.19,41.61,29.95,87.98,20.46,0.31,0.30
8,24,16,30,0.22,0.03,0.19,0.00,0.22,19.32,18.98,366.02,52.79,37.17,29.60,88.09,20.49,0.20,0.20
8,24,17,0,0.19,0.04,0.15,0.00,0.19,16.08,15.79,364.00,44.17,35.70,29.40,88.05,20.48,0.17,0.16
8,24,17,30,0.14,0.04,0.10,0.00,0.15,12.53,12.30,359.64,34.84,34.11,29.20,87.97,20.46,0.13,0.13
8,24,18,0,0.08,0.02,0.06,0.00,0.08,6.92,6.79,349.75,19.77,31.30,28.60,88.27,20.53,0.07,0.07
8,24,18,30,0.02,0.00,0.02,0.00,0.02,2.29,2.24,328.25,6.96,28.83,28.00,95.25,22.15,0.02,0.02
8,24,19,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.80,27.80,0.00,0.00,0.00,0.00
8,24,19,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.60,27.60,0.00,0.00,0.00,0.00
8,24,20,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.40,27.40,0.00,0.00,0.00,0.00
8,24,20,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.20,27.20,0.00,0.00,0.00,0.00
8,24,21,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.10,27.10,0.00,0.00,0.00,0.00
8,24,21,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.00,27.00,0.00,0.00,0.00,0.00
8,24,22,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.70,26.70,0.00,0.00,0.00,0.00
8,24,22,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.40,26.40,0.00,0.00,0.00,0.00
8,24,23,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.90,25.90,0.00,0.00,0.00,0.00
8,24,23,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.40,25.40,0.00,0.00,0.00,0.00
8,25,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.80,24.80,0.00,0.00,0.00,0.00
8,25,0,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.80,24.80,0.00,0.00,0.00,0.00
8,25,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.40,24.40,0.00,0.00,0.00,0.00
8,25,1,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,24.00,0.00,0.00,0.00,0.00
8,25,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.85,23.85,0.00,0.00,0.00,0.00
8,25,2,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.70,23.70,0.00,0.00,0.00,0.00
8,25,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.75,23.75,0.00,0.00,0.00,0.00
8,25,3,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.80,23.80,0.00,0.00,0.00,0.00
8,25,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.55,23.55,0.00,0.00,0.00,0.00
8,25,4,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.30,23.30,0.00,0.00,0.00,0.00
8,25,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.20,23.20,0.00,0.00,0.00,0.00
8,25,5,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.10,23.10,0.00,0.00,0.00,0.00
8,25,6,0,0.02,0.00,0.02,0.00,0.02,2.12,2.09,331.16,6.42,24.65,23.90,98.06,22.81,0.02,0.02
8,25,6,30,0.09,0.05,0.04,0.00,0.10,4.47,4.39,344.17,12.99,27.72,24.70,51.02,11.87,0.05,0.05
8,25,7,0,0.14,0.05,0.09,0.00,0.14,8.98,8.82,353.29,25.43,30.44,25.60,64.04,14.90,0.09,0.09
8,25,7,30,0.20,0.05,0.15,0.00,0.20,14.63,14.37,365.79,40.00,33.18,26.50,75.59,17.58,0.15,0.15
8,25,8,0,0.35,0.20,0.14,0.00,0.34,20.30,19.94,331.92,61.17,40.19,28.35,59.17,13.76,0.21,0.21
8,25,8,30,0.50,0.36,0.13,0.00,0.48,30.62,30.07,347.64,88.09,47.12,30.20,62.44,14.52,0.32,0.31
8,25,9,0,0.59,0.45,0.14,0.00,0.57,39.93,39.01,347.94,114.77,50.61,30.40,67.82,15.86,0.41,0.40
8,25,9,30,0.69,0.54,0.15,0.00,0.66,55.96,49.01,353.38,158.35,54.10,30.60,73.29,19.11,0.58,0.51
8,25,10,0,0.76,0.60,0.16,0.00,0.73,64.01,49.50,367.06,174.38,57.08,31.10,66.94,19.77,0.66,0.51
8,25,10,30,0.84,0.67,0.17,0.00,0.79,69.39,49.50,364.73,190.24,60.06,31.60,61.12,19.57,0.72,0.51
8,25,11,0,0.88,0.70,0.17,0.00,0.83,72.20,49.50,363.54,198.59,61.52,31.75,58.43,19.46,0.75,0.51
8,25,11,30,0.91,0.73,0.18,0.00,0.86,74.92,49.50,362.30,206.79,62.96,31.90,56.00,19.36,0.77,0.51
8,25,12,0,0.92,0.74,0.18,0.00,0.87,75.56,49.50,361.82,208.83,63.44,32.05,55.42,19.32,0.78,0.51
8,25,12,30,0.93,0.75,0.18,0.00,0.88,76.15,49.50,361.35,210.74,63.89,32.20,54.89,19.29,0.79,0.51
8,25,13,0,0.90,0.73,0.18,0.00,0.85,74.11,49.50,361.68,204.92,63.27,32.50,56.53,19.33,0.77,0.51
8,25,13,30,0.88,0.70,0.18,0.00,0.83,72.02,49.50,361.99,198.95,62.63,32.80,58.32,19.38,0.74,0.51
8,25,14,0,0.81,0.63,0.18,0.00,0.77,67.08,49.50,364.12,184.23,60.02,32.50,63.21,19.56,0.69,0.51
8,25,14,30,0.74,0.56,0.18,0.00,0.70,61.97,49.50,366.00,169.31,57.40,32.20,69.03,19.74,0.64,0.51
8,25,15,0,0.62,0.41,0.21,0.00,0.59,52.78,49.50,368.01,143.42,53.36,32.15,82.02,19.97,0.55,0.51
8,25,15,30,0.50,0.27,0.24,0.00,0.49,43.11,42.33,369.12,116.79,49.26,32.10,86.71,20.17,0.45,0.44
8,25,16,0,0.36,0.15,0.21,0.00,0.35,31.10,30.54,368.25,84.46,43.56,31.30,87.56,20.36,0.32,0.32
8,25,16,30,0.21,0.03,0.18,0.00,0.21,18.55,18.22,364.58,50.89,37.79,30.50,87.82,20.43,0.19,0.19
8,25,17,0,0.18,0.04,0.14,0.00,0.18,15.79,15.51,361.32,43.70,36.81,30.60,87.71,20.40,0.16,0.16
8,25,17,30,0.15,0.05,0.09,0.00,0.15,12.73,12.50,358.27,35.52,35.71,30.70,87.56,20.37,0.13,0.13
8,25,18,0,0.09,0.03,0.06,0.00,0.09,7.54,7.40,350.10,21.53,32.61,29.65,87.87,20.44,0.08,0.08
8,25,18,30,0.02,0.00,0.02,0.00,0.02,2.23,2.19,327.16,6.82,29.41,28.60,95.37,22.18,0.02,0.02
8,25,19,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.10,28.10,0.00,0.00,0.00,0.00
8,25,19,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.60,27.60,0.00,0.00,0.00,0.00
8,25,20,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.40,27.40,0.00,0.00,0.00,0.00
8,25,20,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.20,27.20,0.00,0.00,0.00,0.00
8,25,21,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.75,26.75,0.00,0.00,0.00,0.00
8,25,21,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.30,26.30,0.00,0.00,0.00,0.00
8,25,22,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.85,25.85,0.00,0.00,0.00,0.00
8,25,22,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.40,25.40,0.00,0.00,0.00,0.00
8,25,23,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.20,25.20,0.00,0.00,0.00,0.00
8,25,23,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,25.00,0.00,0.00,0.00,0.00
8,26,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.50,24.50,0.00,0.00,0.00,0.00
8,26,0,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.50,24.50,0.00,0.00,0.00,0.00
8,26,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.40,24.40,0.00,0.00,0.00,0.00
8,26,1,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.30,24.30,0.00,0.00,0.00,0.00
8,26,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.20,24.20,0.00,0.00,0.00,0.00
8,26,2,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.10,24.10,0.00,0.00,0.00,0.00
8,26,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,24.00,0.00,0.00,0.00,0.00
8,26,3,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.90,23.90,0.00,0.00,0.00,0.00
8,26,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.75,23.75,0.00,0.00,0.00,0.00
8,26,4,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.60,23.60,0.00,0.00,0.00,0.00
8,26,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.70,23.70,0.00,0.00,0.00,0.00
8,26,5,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.80,23.80,0.00,0.00,0.00,0.00
8,26,6,0,0.02,0.00,0.02,0.00,0.02,2.03,1.99,329.65,6.15,25.21,24.50,98.68,22.95,0.02,0.02
8,26,6,30,0.09,0.04,0.04,0.00,0.09,4.44,4.36,343.84,12.90,28.15,25.20,51.87,12.06,0.05,0.05
8,26,7,0,0.18,0.12,0.07,0.00,0.19,8.51,8.36,343.68,24.76,33.17,26.90,46.83,10.89,0.09,0.09
8,26,7,30,0.29,0.19,0.10,0.00,0.29,15.02,14.75,362.51,41.44,38.39,28.60,52.94,12.31,0.16,0.15
8,26,8,0,0.40,0.29,0.11,0.00,0.39,21.85,21.46,321.31,68.01,43.22,29.60,55.38,12.88,0.23,0.22
8,26,8,30,0.51,0.38,0.13,0.00,0.49,31.00,30.45,347.25,89.29,47.94,30.60,61.68,14.35,0.32,0.31
8,26,9,0,0.61,0.47,0.14,0.00,0.58,40.32,39.17,346.38,116.40,51.94,31.35,66.86,15.72,0.42,0.40
8,26,9,30,0.70,0.55,0.15,0.00,0.67,56.37,49.04,351.43,160.41,55.92,32.10,72.35,18.99,0.58,0.51
8,26,10,0,0.77,0.62,0.15,0.00,0.73,64.50,49.50,365.62,176.40,58.30,32.00,66.14,19.68,0.67,0.51
8,26,10,30,0.85,0.68,0.16,0.00,0.80,69.97,49.50,364.09,192.17,60.66,31.90,60.47,19.52,0.72,0.51
8,26,11,0,0.87,0.69,0.18,0.00,0.82,71.72,49.50,363.10,197.53,61.75,32.15,58.75,19.44,0.74,0.51
8,26,11,30,0.89,0.71,0.19,0.00,0.84,73.35,49.50,362.12,202.55,62.79,32.40,57.23,19.37,0.76,0.51
8,26,12,0,0.93,0.75,0.18,0.00,0.87,75.83,49.50,361.08,209.99,64.02,32.45,55.10,19.28,0.78,0.51
8,26,12,30,0.96,0.79,0.17,0.00,0.91,78.11,49.50,360.06,216.93,65.17,32.50,53.24,19.19,0.81,0.51
8,26,13,0,0.93,0.76,0.17,0.00,0.88,76.00,49.50,360.46,210.83,64.50,32.80,54.86,19.24,0.79,0.51
8,26,13,30,0.90,0.74,0.17,0.00,0.85,73.83,49.50,360.84,204.61,63.82,33.10,56.62,19.29,0.76,0.51
8,26,14,0,0.84,0.68,0.16,0.00,0.80,69.43,49.50,362.37,191.59,61.82,33.15,60.67,19.43,0.72,0.51
8,26,14,30,0.78,0.63,0.16,0.00,0.74,64.89,49.50,363.74,178.39,59.81,33.20,65.37,19.57,0.67,0.51
8,26,15,0,0.70,0.55,0.15,0.00,0.66,58.50,49.50,365.90,159.87,56.58,32.85,73.28,19.78,0.60,0.51
8,26,15,30,0.61,0.47,0.14,0.00,0.59,51.87,49.50,367.72,141.07,53.35,32.50,83.42,19.97,0.54,0.51
8,26,16,0,0.51,0.38,0.13,0.00,0.49,43.34,42.56,368.74,117.53,49.67,32.40,86.60,20.14,0.45,0.44
8,26,16,30,0.40,0.28,0.12,0.00,0.39,34.57,33.95,368.71,93.76,45.99,32.30,87.13,20.27,0.36,0.35
8,26,17,0,0.29,0.19,0.10,0.00,0.29,25.00,24.55,366.52,68.22,41.35,31.50,87.61,20.38,0.26,0.25
8,26,17,30,0.18,0.10,0.08,0.00,0.18,15.29,15.02,360.80,42.39,36.72,30.70,87.66,20.39,0.16,0.16
8,26,18,0,0.10,0.05,0.05,0.00,0.11,8.68,8.52,352.28,24.63,33.16,29.75,87.77,20.41,0.09,0.09
8,26,18,30,0.02,0.00,0.02,0.00,0.02,2.20,2.16,326.64,6.72,29.59,28.80,95.53,22.22,0.02,0.02
8,26,19,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.55,28.55,0.00,0.00,0.00,0.00
8,26,19,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.30,28.30,0.00,0.00,0.00,0.00
8,26,20,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.35,28.35,0.00,0.00,0.00,0.00
8,26,20,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.40,28.40,0.00,0.00,0.00,0.00
8,26,21,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.05,28.05,0.00,0.00,0.00,0.00
8,26,21,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.70,27.70,0.00,0.00,0.00,0.00
8,26,22,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.70,27.70,0.00,0.00,0.00,0.00
8,26,22,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.70,27.70,0.00,0.00,0.00,0.00
8,26,23,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.80,27.80,0.00,0.00,0.00,0.00
8,26,23,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.90,27.90,0.00,0.00,0.00,0.00
8,27,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.20,27.20,0.00,0.00,0.00,0.00
8,27,0,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.20,27.20,0.00,0.00,0.00,0.00
8,27,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.30,27.30,0.00,0.00,0.00,0.00
8,27,1,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.40,27.40,0.00,0.00,0.00,0.00
8,27,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.20,27.20,0.00,0.00,0.00,0.00
8,27,2,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.00,27.00,0.00,0.00,0.00,0.00
8,27,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.35,27.35,0.00,0.00,0.00,0.00
8,27,3,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.70,27.70,0.00,0.00,0.00,0.00
8,27,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.70,27.70,0.00,0.00,0.00,0.00
8,27,4,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.70,27.70,0.00,0.00,0.00,0.00
8,27,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.55,27.55,0.00,0.00,0.00,0.00
8,27,5,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.40,27.40,0.00,0.00,0.00,0.00
8,27,6,0,0.02,0.00,0.02,0.00,0.02,2.28,2.24,328.62,6.94,28.42,27.60,95.45,22.20,0.02,0.02
8,27,6,30,0.08,0.04,0.05,0.00,0.09,4.70,4.61,342.03,13.73,30.68,27.80,56.27,13.09,0.05,0.05
8,27,7,0,0.18,0.11,0.07,0.00,0.18,8.56,8.40,342.65,24.98,34.50,28.45,48.78,11.35,0.09,0.09
8,27,7,30,0.28,0.18,0.10,0.00,0.27,14.72,14.45,361.96,40.66,38.51,29.10,53.97,12.55,0.15,0.15
8,27,8,0,0.39,0.27,0.12,0.00,0.38,21.46,21.08,320.68,66.93,43.21,29.95,55.87,12.99,0.22,0.22
8,27,8,30,0.50,0.37,0.13,0.00,0.48,30.61,30.06,347.28,88.16,47.78,30.80,62.21,14.47,0.32,0.31
8,27,9,0,0.57,0.37,0.20,0.00,0.54,39.16,38.46,347.95,112.55,50.50,31.25,70.20,16.33,0.40,0.40
8,27,9,30,0.63,0.37,0.26,0.00,0.60,51.67,48.35,356.53,144.93,53.14,31.70,79.25,19.34,0.53,0.50
8,27,10,0,0.74,0.53,0.21,0.00,0.70,61.83,49.50,366.18,168.86,57.23,32.10,69.22,19.75,0.64,0.51
8,27,10,30,0.84,0.68,0.16,0.00,0.80,69.66,49.50,363.28,191.76,61.20,32.50,60.61,19.48,0.72,0.51
8,27,11,0,0.88,0.71,0.17,0.00,0.83,72.20,49.50,362.77,199.03,62.09,32.25,58.29,19.42,0.75,0.51
8,27,11,30,0.91,0.73,0.18,0.00,0.86,74.61,49.50,362.27,205.96,62.93,32.00,56.23,19.36,0.77,0.51
8,27,12,0,0.91,0.73,0.18,0.00,0.86,74.81,49.50,361.88,206.72,63.25,32.20,56.02,19.33,0.77,0.51
8,27,12,30,0.92,0.73,0.19,0.00,0.86,74.96,49.50,361.51,207.35,63.55,32.40,55.84,19.31,0.77,0.51
8,27,13,0,0.90,0.72,0.18,0.00,0.85,74.04,49.50,361.70,204.71,63.23,32.50,56.59,19.33,0.77,0.51
8,27,13,30,0.89,0.72,0.17,0.00,0.84,73.08,49.50,361.91,201.93,62.90,32.60,57.41,19.36,0.76,0.51
8,27,14,0,0.77,0.54,0.23,0.00,0.73,63.95,49.50,365.11,175.15,58.55,32.45,66.63,19.66,0.66,0.51
8,27,14,30,0.64,0.36,0.28,0.00,0.61,54.19,49.50,367.52,147.46,54.12,32.30,79.70,19.93,0.56,0.51
8,27,15,0,0.55,0.28,0.27,0.00,0.53,46.78,45.93,369.11,126.73,50.56,31.90,86.49,20.12,0.48,0.47
8,27,15,30,0.46,0.21,0.25,0.00,0.44,39.16,38.45,369.90,105.85,47.00,31.50,87.14,20.27,0.40,0.40
8,27,16,0,0.34,0.13,0.21,0.00,0.33,29.11,28.59,368.09,79.08,42.56,31.10,87.67,20.39,0.30,0.30
8,27,16,30,0.22,0.05,0.17,0.00,0.22,19.24,18.89,364.78,52.73,38.26,30.70,87.78,20.42,0.20,0.20
8,27,17,0,0.14,0.02,0.12,0.00,0.14,12.42,12.20,358.19,34.67,35.34,30.45,87.62,20.38,0.13,0.13
8,27,17,30,0.07,0.00,0.07,0.00,0.07,6.12,6.01,346.00,17.69,32.60,30.20,87.97,20.46,0.06,0.06
8,27,18,0,0.04,0.00,0.04,0.00,0.04,3.74,3.67,336.42,11.11,31.34,29.90,89.82,20.89,0.04,0.04
8,27,18,30,0.01,0.00,0.01,0.00,0.01,1.44,1.41,316.59,4.54,30.07,29.60,104.93,24.41,0.01,0.01
8,27,19,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.50,29.50,0.00,0.00,0.00,0.00
8,27,19,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.40,29.40,0.00,0.00,0.00,0.00
8,27,20,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.45,28.45,0.00,0.00,0.00,0.00
8,27,20,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.50,27.50,0.00,0.00,0.00,0.00
8,27,21,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.75,27.75,0.00,0.00,0.00,0.00
8,27,21,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.00,28.00,0.00,0.00,0.00,0.00
8,27,22,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.00,28.00,0.00,0.00,0.00,0.00
8,27,22,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.00,28.00,0.00,0.00,0.00,0.00
8,27,23,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.05,28.05,0.00,0.00,0.00,0.00
8,27,23,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.10,28.10,0.00,0.00,0.00,0.00
8,28,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.10,28.10,0.00,0.00,0.00,0.00
8,28,0,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.10,28.10,0.00,0.00,0.00,0.00
8,28,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.20,28.20,0.00,0.00,0.00,0.00
8,28,1,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.30,28.30,0.00,0.00,0.00,0.00
8,28,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.20,28.20,0.00,0.00,0.00,0.00
8,28,2,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.10,28.10,0.00,0.00,0.00,0.00
8,28,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.60,27.60,0.00,0.00,0.00,0.00
8,28,3,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.10,27.10,0.00,0.00,0.00,0.00
8,28,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.55,26.55,0.00,0.00,0.00,0.00
8,28,4,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.00,26.00,0.00,0.00,0.00,0.00
8,28,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.25,25.25,0.00,0.00,0.00,0.00
8,28,5,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.50,24.50,0.00,0.00,0.00,0.00
8,28,6,0,0.01,0.00,0.01,0.00,0.01,1.35,1.32,320.45,4.21,25.32,24.90,109.78,25.53,0.01,0.01
8,28,6,30,0.02,0.00,0.02,0.00,0.02,2.14,2.10,329.81,6.47,26.06,25.30,97.42,22.66,0.02,0.02
8,28,7,0,0.04,0.00,0.04,0.00,0.04,3.59,3.53,340.11,10.56,27.06,25.70,91.46,21.27,0.04,0.04
